id,time_observed_at,user_id,created_at,quality_grade,license,url,tag_list,description,latitude,longitude,scientific_name,common_name,iconic_taxon_name
111338194,2022-04-12 20:11:42 UTC,4033819,2022-04-13 19:16:02 UTC,research,CC-BY,https://www.inaturalist.org/observations/111338194,"",,-31.0071827862,-56.8793370947,Xenodon dorbignyi,Falsa Crucera de Hocico Respingado,Reptilia
111338446,2022-04-13 14:24:56 UTC,4033819,2022-04-13 19:18:11 UTC,research,CC-BY,https://www.inaturalist.org/observations/111338446,"",,-30.9817946366,-56.8615265563,Conepatus chinga,Zorrino,Mammalia
111339186,2022-04-12 19:20:47 UTC,4033819,2022-04-13 19:25:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/111339186,"",,-31.0076345246,-56.8796354905,Tachymenis ocellata,,Reptilia
111339394,2022-04-12 19:18:51 UTC,4033819,2022-04-13 19:27:27 UTC,research,CC-BY,https://www.inaturalist.org/observations/111339394,"",,-31.0072276153,-56.8794061616,Philodryas patagoniensis,Culebra del Pastizal,Reptilia
111339611,2022-04-11 18:04:45 UTC,4033819,2022-04-13 19:29:27 UTC,research,CC-BY,https://www.inaturalist.org/observations/111339611,"",,-30.9904520145,-56.871622391,Philodryas patagoniensis,Culebra del Pastizal,Reptilia
111346255,2022-04-13 19:57:25 UTC,5284022,2022-04-13 20:34:27 UTC,research,CC0,https://www.inaturalist.org/observations/111346255,"",El ejemplar de encontraba muerto al  costado de la calle,-30.2328638967,-57.6075803116,Philodryas patagoniensis,Culebra del Pastizal,Reptilia
111867171,2022-04-17 20:00:30 UTC,1353517,2022-04-18 01:03:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/111867171,"",Atropellada. Unos 30 cm de largo.,-34.8780013286,-56.0911689699,Erythrolamprus semiaureus,Culebra parda,Reptilia
111975382,2022-04-18 19:18:26 UTC,4033819,2022-04-18 21:35:42 UTC,research,CC-BY,https://www.inaturalist.org/observations/111975382,"",,-30.9783648101,-56.858240515,Lycalopex gymnocercus,Zorro Gris,Mammalia
112030323,2022-04-17 12:20:18 UTC,3438688,2022-04-19 11:40:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/112030323,"",Arroyado a la orilla sobre la ruta 3,-32.3832974267,-58.0354737863,Cerdocyon thous,Zorro De Monte,Mammalia
112100144,2022-04-19 21:14:35 UTC,4033819,2022-04-19 23:47:32 UTC,research,CC-BY,https://www.inaturalist.org/observations/112100144,"",,-30.9816629878,-56.861387752,Xenodon dorbignyi,Falsa Crucera de Hocico Respingado,Reptilia
116201328,2022-05-08 16:41:49 UTC,3906728,2022-05-09 00:12:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/116201328,"",,-34.6954569722,-54.3302539722,Bothrops alternatus,Crucera,Reptilia
117491781,2022-05-17 18:46:40 UTC,3438688,2022-05-17 19:39:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117491781,"","Muy a menudo paso por esa parte de la ruta y siempre está el aroma de que ahí vivía, hoy desafortunadamente lo encontré arrollado a la orilla. ",-32.3807692757,-58.0375595391,Conepatus chinga,Zorrino,Mammalia
117942734,2022-05-20 20:35:40 UTC,3438688,2022-05-21 01:09:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117942734,"",,-32.3915408196,-58.0285201594,Procyon cancrivorus,Mano pelada,Mammalia
118052739,2022-05-21 18:39:14 UTC,2477449,2022-05-21 18:48:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/118052739,"",Muerto en la carretera,-32.2777728416,-58.0922083386,Rhinella dorbignyi,Sapito Jardín,Amphibia
118388787,2022-05-23 16:24:10 UTC,5284022,2022-05-23 16:41:07 UTC,research,CC0,https://www.inaturalist.org/observations/118388787,"",,-32.3644326972,-57.235930413,Lycalopex gymnocercus,Zorro Gris,Mammalia
120990528,2022-06-09 18:39:44 UTC,1661153,2022-06-09 18:40:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/120990528,"",Muerto en Rta Interbalnearia ,-34.7879771839,-55.917468883,Pitangus sulphuratus,Benteveo,Aves
121280104,,2439287,2022-06-11 18:45:00 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/121280104,"",,-34.7278500749,-54.4364706427,Procyon cancrivorus,Mano pelada,Mammalia
124307060,2022-07-01 16:16:03 UTC,5434555,2022-07-01 22:14:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/124307060,"",Estaba en la orilla de un camino.,-34.8579006219,-55.1239030436,Didelphis albiventris,Comadreja overa,Mammalia
127435961,2022-07-22 18:16:00 UTC,1384163,2022-07-23 00:23:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/127435961,"","I could see two of them, today, dead on the side of the road :-(",-33.9058286542,-55.5905652862,Procyon cancrivorus,Mano pelada,Mammalia
128313442,2022-07-28 15:54:48 UTC,3322591,2022-07-28 16:03:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/128313442,"","Encontrado atropellado en el medio de la ruta. Muy fresco, posiblemente atropellado esa misma mañana.",-33.0656661,-54.1559402,Tamandua tetradactyla,Tamanduá,Mammalia
130713650,2022-08-11 23:45:00 UTC,4794023,2022-08-14 00:43:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/130713650,"",Mano pelada atropellado ruta 7 km 82.500,-34.311512866,-55.7443023473,Procyon cancrivorus,Mano pelada,Mammalia
134577366,2014-06-14 14:18:00 UTC,1417397,2022-09-11 14:10:28 UTC,research,CC-BY,https://www.inaturalist.org/observations/134577366,"",,-34.7668733252,-55.7306149237,Didelphis albiventris,Comadreja overa,Mammalia
135506476,2022-09-16 16:22:41 UTC,3906728,2022-09-18 12:37:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/135506476,"",,-34.600028,-54.17047,Cerdocyon thous,Zorro De Monte,Mammalia
135506715,2022-09-16 16:21:01 UTC,3906728,2022-09-18 12:39:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/135506715,"",,-34.58787,-54.178769,Conepatus chinga,Zorrino,Mammalia
135726760,2022-09-17 19:33:19 UTC,3906728,2022-09-19 23:46:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/135726760,"",,-34.651769,-54.197743,Philodryas patagoniensis,Culebra del Pastizal,Reptilia
136060555,2022-09-22 17:34:15 UTC,5624167,2022-09-22 17:35:35 UTC,research,,https://www.inaturalist.org/observations/136060555,"",,-34.911165,-54.9690666667,Phalotris lemniscatus,,Reptilia
138959997,2022-10-16 12:22:43 UTC,2495933,2022-10-16 12:25:31 UTC,research,CC0,https://www.inaturalist.org/observations/138959997,"",,-31.0013830941,-56.1113229208,Tamandua tetradactyla,Tamanduá,Mammalia
138968848,2022-10-16 12:23:40 UTC,2513727,2022-10-16 13:53:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/138968848,"",Mismo individuo: https://www.naturalista.uy//observations/138959997,-31.0005698997,-56.1106654,Tamandua tetradactyla,Tamanduá,Mammalia
140296736,2022-10-28 16:58:42 UTC,2633413,2022-10-28 20:39:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140296736,"",,-34.9431710744,-54.9398277327,Didelphis albiventris,Comadreja overa,Mammalia
140565610,2022-10-29 10:34:00 UTC,5284022,2022-10-30 20:23:20 UTC,research,CC0,https://www.inaturalist.org/observations/140565610,"","",-30.3133564227,-57.5777965131,Procyon cancrivorus,Mano pelada,Mammalia
140819263,2022-11-01 21:34:44 UTC,776050,2022-11-01 21:54:57 UTC,research,,https://www.inaturalist.org/observations/140819263,"",,-32.3801029722,-54.3889789722,Procyon cancrivorus,Mano pelada,Mammalia
142252587,2022-11-11 22:09:00 UTC,4527901,2022-11-17 23:28:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/142252587,"","",-34.6410966667,-56.2460033333,Galictis cuja,Hurón,Mammalia
142616244,2022-11-22 18:19:21 UTC,3438688,2022-11-22 18:39:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/142616244,"",Muerto a la orilla de la ruta,-32.3811585969,-58.0374509096,Falco sparverius,Halconcito,Aves
143567303,2022-12-03 14:39:50 UTC,3322591,2022-12-03 15:18:26 UTC,research,CC-BY,https://www.inaturalist.org/observations/143567303,"",,-34.7748062,-55.8306589997,Didelphis albiventris,Comadreja overa,Mammalia
143676390,2022-12-04 18:44:23 UTC,3322591,2022-12-04 21:57:46 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/143676390,"",,-34.4792370997,-54.3384248997,Amphisbaena,,Reptilia
144146584,2022-12-11 13:01:14 UTC,2495933,2022-12-11 13:02:16 UTC,research,CC0,https://www.inaturalist.org/observations/144146584,"",,-31.3655994181,-55.6610326655,Cabassous tatouay,Tatú de Rabo Molle,Mammalia
145526821,2022-12-31 18:25:32 UTC,3322591,2022-12-31 20:29:28 UTC,research,CC-BY,https://www.inaturalist.org/observations/145526821,"",,-33.8275943,-54.7702547,Leopardus geoffroyi,Gato Montés,Mammalia
145689068,2015-10-19 23:37:00 UTC,2616302,2023-01-02 20:00:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145689068,"",,-34.7757132199,-55.746198,Didelphis albiventris,Comadreja overa,Mammalia
145690596,2015-10-20 20:31:00 UTC,2616302,2023-01-02 20:17:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145690596,"",,-34.7763515,-55.755161,Didelphis albiventris,Comadreja overa,Mammalia
145693660,2015-10-23 20:31:00 UTC,2616302,2023-01-02 20:55:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145693660,"",,-33.58037921,-56.36411974,Galictis cuja,Hurón,Mammalia
145693664,2015-10-24 00:35:00 UTC,2616302,2023-01-02 20:55:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145693664,"",,-32.43608,-55.958933,Lepus europaeus,Liebre europea,Mammalia
145693686,2015-10-23 20:31:00 UTC,2616302,2023-01-02 20:56:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145693686,"",,-33.58038001,-56.36412,Galictis cuja,Hurón,Mammalia
145760911,2015-10-24 19:51:00 UTC,2616302,2023-01-03 16:40:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145760911,"",,-32.4937276501,-55.895572,Lepus europaeus,Liebre europea,Mammalia
145761224,2015-10-24 20:51:00 UTC,2616302,2023-01-03 16:46:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145761224,"",,-32.17581705,-56.13201989,Lycalopex gymnocercus,Zorro Gris,Mammalia
145761225,2015-10-24 20:53:00 UTC,2616302,2023-01-03 16:46:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145761225,"",,-32.17772391,-56.13684139,Conepatus chinga,Zorrino,Mammalia
145779623,2015-10-27 02:26:00 UTC,2616302,2023-01-03 21:19:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145779623,"",,-31.5986182199,-55.7990327799,Procyon cancrivorus,Mano pelada,Mammalia
145779624,2015-10-27 02:36:00 UTC,2616302,2023-01-03 21:19:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145779624,"",,-31.6642461001,-55.9102537901,Salvator merianae,Lagarto Overo,Reptilia
145782536,2015-10-27 03:25:00 UTC,2616302,2023-01-03 22:05:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145782536,"",,-31.87721202,-57.21894485,Lycalopex gymnocercus,Zorro Gris,Mammalia
146239904,2023-01-09 22:58:21 UTC,4527901,2023-01-10 00:37:20 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/146239904,"",,-34.6722919722,-56.213138,Caprimulgidae,Dormilones y parientes,Aves
146240060,2023-01-09 22:52:36 UTC,4527901,2023-01-10 00:40:56 UTC,research,CC-BY,https://www.inaturalist.org/observations/146240060,"",,-34.6816183972,-56.2018531,Troglodytes aedon,Ratonera,Aves
