Punto,Fecha,Hora,Especie,N,Observaciones
LG06_1,11-10-20,06:44:42,A. axis,2,2 indiv sin hastas
LG06_1,11-10-20,11:51:09,G. cuja,1,
LG06_1,12-10-20,09:10:52,G. cuja,1,
LG06_1,12-10-20,21:50:55,D. hybridus,1,7 bandas
LG06_1,12-10-20,22:53:42,D. novemcinctus,1,"9 bandas, parece algo más grande que el anterior... pero dificil diferencias salvo por el número de bandas contadas en las fotos adecuadas (serán lo msmo?)"
LG06_1,13-10-20,12:25:46,L. gymnocercus,1,
LG06_1,13-10-20,20:33:01,D. hybridus,1,"pequeño similar al D. h. anterior, no se ven bien las bandas"
LG06_1,14-10-20,08:07:47,A. axis,1,sin hastas
LG06_1,14-10-20,08:12:03,A. axis,2,(14 mn) 2 indiv sin hastas
LG06_1,14-10-20,08:51:07,A. axis,1,
LG06_1,14-10-20,11:20:40,A. axis,1,
LG06_1,14-10-20,11:28:44,A. axis,4,"(4 min) 4 o 5 indiv sin hastas, uno posiblemente cervato grande"
LG06_1,14-10-20,11:46:21,A. axis,2,2 indiv sin hastas
LG06_1,14-10-20,19:02:22,B. taurus,1,(3 min)
LG06_1,14-10-20,22:32:47,C. chinga,1,
LG06_1,15-10-20,03:12:45,E. caballus,1,blanco
LG06_1,15-10-20,05:19:55,B. taurus,1,
LG06_1,15-10-20,08:04:13,A. axis,1,Hastas grandes 3 o 4 ptas
LG06_1,15-10-20,10:51:33,A. axis,3,2 o 3 indiv sin hastas + 1 cervato
LG06_1,15-10-20,13:53:06,L. gymnocercus,1,lleva algo no identif en la boca
LG06_1,15-10-20,14:34:42,L. gymnocercus,1,
LG06_1,15-10-20,15:59:46,L. gymnocercus,1,
LG06_1,15-10-20,17:53:51,B. taurus,4,(13 min) al menos 4 indiv
LG06_1,16-10-20,00:05:11,P. cancrivorus,1,
LG06_1,16-10-20,07:08:47,A. axis,1,sin hastas
LG06_1,16-10-20,08:19:40,A. axis,1,cervato?
LG06_1,16-10-20,08:27:34,A. axis,3,"(5 min) 3 indiv, 2 adultos sin hastas (hembra) y un cervato"
LG06_1,16-10-20,16:24:16,B. taurus,4,(4 min) 3 o 4 indiv
LG06_1,16-10-20,18:04:58,B. taurus,3,(8 min) 3 indiv
LG06_1,17-10-20,05:27:04,L. gymnocercus,1,
LG06_1,18-10-20,06:05:20,A. axis,2,(3 min) 2 indiv sin hastas
LG06_1,18-10-20,06:24:25,A. axis,1,sin hastas
LG06_1,19-10-20,07:06:35,L. gymnocercus,2,"2 indiv, uno hocico más negro y otro más blanco"
LG06_1,19-10-20,19:19:58,B. taurus,1,(3 min)
LG06_1,20-10-20,14:31:17,B. taurus,2,(20 min) 2 indiv
LG06_1,20-10-20,23:05:51,P. cancrivorus,1,
LG06_1,21-10-20,00.44:05,B. taurus,1,
LG06_1,21-10-20,05:35:25,A. axis,1,sin hastas
LG06_1,21-10-20,06:04:20,A. axis,4,"(6 min) 4 indiv sin hastas, 1 indiv con hastas mediana-grande 2 ptas con terciopelo"
LG06_1,21-10-20,06:16:00,A. axis,1,sin hastas
LG06_1,21-10-20,06:32:59,A. axis,3,3 indiv (un cervato?)
LG06_1,21-10-20,08:25:25,B. taurus,1,(3 min)
LG06_1,21-10-20,08:30:50,B. taurus,3,(6 min) 3 indiv
LG06_1,21-10-20,09:48:02,L. gymnocercus,1,
LG06_1,21-10-20,09:58:37,L. gymnocercus,1,
LG06_1,21-10-20,18:05:06,B. taurus,1,(3 min)
LG06_1,21-10-20,22:39:41,D. novemcinctus,1,"8-9 bandas, grande, cola con anillos bien claros sobre fondo oscuro"
LG06_1,21-10-20,23:42:31,B. taurus,1,
LG06_1,22-10-20,02:32:14,A. axis,3,3 indiv sin hastas
LG06_1,22-10-20,02:47:30,A. axis,3,3 indiv sin hastas (un cervato?)
LG06_1,22-10-20,02:58:18,A. axis,2,2 indiv sin hastas
LG06_1,22-10-20,14:46:00,A. axis,1,"hastas muy grandes, 3 o 4 ptas, sin terciopelo"
LG06_1,22-10-20,15:19:05,A. axis,1,hastas medianas-grandes 3 ptas con terciopelo
LG06_1,22-10-20,15:24:47,A. axis,1,mismo anterior
LG06_1,22-10-20,19:39:03,E. caballus,1,claro 
LG06_1,22-10-20,20:45:23,L. geoffroyi,1,
LG06_1,22-10-20,21:10:35,A. axis,1,sin hastas
LG06_1,22-10-20,23:42:04,D. novemcinctus,1,"8 bandas, grande, cola bicolor"
LG06_1,23-10-20,05:43:25,A. axis,1,sin hastas
LG06_1,23-10-20,18:55:18,A. axis,2,"2 indiv, uno sin hastas,uno con hastas muy grandes sin terciopelo 3-4 ptas."
LG06_1,23-10-20,19:11:47,D. hybridus,1,"pequeño, todo oscuro (foto movida, no se ven bandas)"
LG06_1,24-10-20,18:44:14,L. gymnocercus,1,
LG06_1,25-10-20,19:36:45,D. hybridus,1,"pequeño, todo oscuro (foto movida, no se ven bandas), color parejo en cola"
LG06_1,25-10-20,20:22:18,D. hybridus,1,"7-8 bandas?, cola bicolor o pareja?, tamaño chico"
LG06_1,26-10-20,02:34:31,P. cancrivorus,1,
LG06_1,26-10-20,18:46:59,L. gymnocercus,1,
LG06_1,26-10-20,20:18:23,D. hybridus,1,pequeño obscuro
LG06_1,27-10-20,06:33:30,A. axis,1,
LG06_1,27-10-20,12:34:21,L. gymnocercus,1,
LG06_1,28-10-20,00:57:54,P. cancrivorus,1,
LG06_1,28-10-20,23:23:43,E. sexcinctus,1,
LG06_1,29-10-20,08:05:53,L. gymnocercus,1,
LG06_1,29-10-20,08:23:12,A. axis,4,"4 indiv. dos adultos sin hastas, un adulto con o sin hastas (mucho reflejo no se ve), un cervato"
LG06_1,29-10-20,12:16:06,A. axis,2,"2 indiv, uno con hasta mediana c terciopelo 2 ptas, otro con hasta mediana sin terciopelo 2 ptas"
LG06_1,24-09-20,16:07:00,L. gymnocercus,1,
LG06_1,28-09-20,17:37:00,L. gymnocercus,1,
LG06_1,30-09-20,19:39:00,L. gymnocercus,1,
LG06_1,30-09-20,19:57:00,A. axis,2,(11 min) 2 indiv sin hastas
LG06_1,01-10-20,02:03:00,A. axis,1,sin hastas
LG06_1,01-10-20,07:05:00,A. axis,1,con hastas medias-grandes 3 ptas
LG06_1,02-10-20,01:16:00,A. axis,2,"2 indiv., uno sin hastas, uno hastas cortas 1 pta sin terciopelo"
LG06_1,03-10-20,06:07:00,L. gymnocercus,1,
LG06_1,04-10-20,05:23:00,A. axis,3,"3 indiv, al fondo, foto oscura (no llega el flash), pasa uno, luego otros dos, detectado por brillo de ojos"
LG06_1,07-10-20,19:36:00,B. taurus,1,sólo parte de la cabeza
LG06_1,07-10-20,20:40:00,B. taurus,1,
LG06_1,07-10-20,23:59:00,B. taurus,1,(5 min) 
LG06_1,08-10-20,00:42:00,B. taurus,2,2 indiv
LG06_1,08-10-20,05:53:00,B. taurus,7,7 indiv (algunos fuera del rango de detección)
LG06_1,08-10-20,08:10:00,B. taurus,10,> 10 indiv (algunos fuera del rango de detecc.)
LG06_1,08-10-20,08:22:00,B. taurus,20,(6 min) ca. 20 indiv (algunos fuera del rango de detecc.)
LG06_1,08-10-20,09:35:00,B. taurus,10,> 10 indiv (algunos fuera del rango de detecc.)
LG06_1,08-10-20,11:35:00,B. taurus,10,ca. 10 (algunos fuera del rango de detecc.)
LG06_1,08-10-20,11:42:00,B. taurus,8,ca. 8 (prob todos fuera del rango de detecc.)
LG06_1,08-10-20,12:13:00,B. taurus,10,ca. 10 (prob. todos fuera del rango de detecc.)
LG06_1,08-10-20,12:35:00,B. taurus,7,(4 min) 7 indiv (algunos fuera del rango de detección)
LG06_1,08-10-20,13:59:00,B. taurus,1,
LG06_1,08-10-20,14:21:00,B. taurus,2,2 indiv (fuera del rango de detección)
LG06_1,08-10-20,15:05:00,B. taurus,7,(5 min) 7 indiv (algunos fuera del rango de detección)
LG06_1,08-10-20,16:18:00,B. taurus,4,"(8 min) 4 indiv (3 fuera del rango de detección), la estaca se mueve empujada por una vaca y queda torcida"
LG06_1,08-10-20,16:44:00,B. taurus,9,(24 min) 9 indiv (algunos fuera de rango)
LG06_1,08-10-20,18:07:00,B. taurus,1,
LG06_1,08-10-20,18:46:00,B. taurus,8,"8 indiv (7 fuera de rango), la estaca cae empujada nuevamente por una vaca, primero  queda mirando inclinada hacia abajo, se reduce campo de observación al mínimo"
LG06_3,02-10-20,06:22:00,B. taurus,5,"(9 min) ca. 5 indiv fuera de rango, atrás de tajamar"
LG06_3,02-10-20,12:08:00,B. taurus,6,"(10 min) ca. 6 indiv fuera de rango, atrás de tajamar"
LG06_3,02-10-20,13:20:00,B. taurus,2,"2 indiv fuera de rango, atrás tajamar"
LG06_3,02-10-20,17:56:00,B. taurus,3,"3 indiv fuera de rango, atrás tajamar"
LG06_3,03-10-20,06:50:00,B. taurus,3,"3 indiv fuera de rango, atrás tajamar"
LG06_3,03-10-20,10:35:00,B. taurus,5,"5 indiv fuera de rango, atrás tajamar"
LG06_3,03-10-20,18:18:00,B. taurus,5,"5 indiv, uno en el rango de la cámara, 4 fuera del otro lado del tajamar"
LG06_3,04-10-20,09:58:00,B. taurus,1,"un indiv muy lejos, fuera de rango tras tajamar"
LG06_3,04-10-20,10:26:00,B. taurus,1,"un indiv muy lejos, fuera de rango tras tajamar"
LG06_3,04-10-20,15:06:00,B. taurus,5,"(15 min) 5 indiv fuera de rango, atrás tajamar"
LG06_3,04-10-20,17:17:00,B. taurus,10,"ca 10 indiv fuera de rango, atrás tajamar"
LG06_3,05-10-20,11:27:00,B. taurus,2,"(11 min) 2 indiv fuera de rango, atrás tajamar"
LG06_3,05-10-20,15:36:00,B. taurus,9,"9 indiv fuera de rango, atrás tajamar"
LG06_3,06-10-20,10:53:00,B. taurus,6,"6 indiv fuera de rango, atrás tajamar"
LG06_3,06-10-20,17:52:00,B. taurus,5,"5 indiv fuera de rango, atrás tajamar, muy lejos"
LG06_3,07-10-20,08:15:00,B. taurus,4,"Vaca: 4 indiv fuera de rango, atrás tajamar; "
LG06_3,09-10-20,17:01:00,B. taurus,4,"(16 min) 4 indiv fuera de rango, atrás tajamar, muy lejos"
LG06_3,09-10-20,17:48:00,B. taurus,4,"(36 min) 4 indiv fuera de rango, atrás tajamar, muy lejos"
LG06_3,18-10-20,04:59:00,A. axis,1,sin hastas
LG06_3,20-10-20,14:45:00,H. hydrochaeris,1,
LG06_3,22-10-20,13:26:00,H. hydrochaeris,1,
LG06_3,23-10-20,03:37:00,H. hydrochaeris,1,
